ARCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CICE_D39;OUV_OCDE;EMPLOI_ESTEL;PE;SMB;TXENT;spd_ent;SFP;TEMPVS1;IMMAT;PIMMOP;PIMMO;PART_EMERGENTS_CPB;Dummy2009q1plus;Dummy2011q1;TENDP1MI;Dummy2000q2plus;BALneg;BALpos;JUPneg;JUPpos;FILneg;indic1999q3;indiccrise;Dummy1998q1plus;trendavant1998;Dummy2009q2;Trend1990Q2;Trend2000Q4;Trend2001Q1;Trend2011Q3;Rupt2008Q4;TENDP2BMNA5
Comment;CICE_D39;OUV_OCDE;EMPLOI_ESTEL;Effets des politique de l'emploi;SMB;TXENT;spd_ent;SFP;TEMPVS1;IMMAT;PIMMOP;PIMMO;PART_EMERGENTS_CPB;Dummy2009q1plus;Dummy2011q1;TENDP1MI;Dummy2000q2plus;BALneg;BALpos;JUPneg;JUPpos;FILneg;indic1999q3;indiccrise;Dummy1998q1plus;trendavant1998;Dummy2009q2;Trend1990Q2;Trend2000Q4;Trend2001Q1;Trend2011Q3;Rupt2008Q4;TENDP2BMNA5
Org.;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS
Type;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric
1996Q2;0;0.173689812199854;14109.9125335356;233.424726752153;145.643029176236;7.43;3.76333333333333;-8.57675089188582;-1.58934408602151;536879;37.7;42.6;101.452306433023;0;0;0;0;0;0;0;0;0;0;0;0;26;0;25;0;0;0;0;0
1996Q3;0;0.176050233041342;14116.8160688765;251.424766149772;146.106513170245;7.14;3.75666666666667;-8.69527516771096;-1.94063933691756;606763;37.2;42.7;101.538392206211;0;0;0;0;0;0;0;0;0;0;0;0;27;0;26;0;0;0;0;0
1996Q4;0;0.178648101468422;14146.5621843893;268.853946257284;146.801739161258;6.84;3.64;-6.90113273863702;-1.1859126344086;459359;37;43.1;101.133675467705;0;0;0;0;0;0;1;0;0;0;0;0;28;0;27;0;0;0;0;0
1997Q1;0;0.182008876645272;14207.0696412005;284.634195697609;147.619652091862;6.24;3.14;-4.86135716810911;-0.0590312980030712;415270;35.7;42.1;101.450251759654;0;0;0;0;0;0;0;0;0;0;0;0;29;0;28;0;0;0;0;0
1997Q2;0;0.185217723709935;14247.1710597247;297.189368379159;148.737466430354;5.78;2.68;-0.948436486779145;-1.32267741935484;417183;35.8;42.8;100.781823191099;0;0;0;0;0;0;0;0;0;0;0;0;30;0;29;0;0;0;0;0
1997Q3;0;0.188470154214279;14291.1303362335;309.192987720835;149.459956185721;5.44;2.34;-0.263273132084166;0.0260273297491054;433684;35;42.5;100.643880169451;0;0;0;0;0;0;0;0;0;0;0;0;31;0;30;0;0;0;0;0
1997Q4;0;0.191314465899118;14414.4802691623;321.496965593235;149.787121357963;4.95;1.65;-0.106396088225056;0.180754032258065;443438;35;43;100.407924512176;0;0;0;0;0;0;0;0;0;0;0;0;32;0;31;0;0;0;0;0
1998Q1;0;0.19332757706602;14504.4292737507;333.494811114342;150.455083584623;5.02;1.72;-1.3370994137886;0.174302035330261;456011;35.2;42.8;101.534753191848;0;0;0;0;0;0;0;0;0;0;0;1;32;0;32;0;0;0;0;0
1998Q2;0;0.194923669168027;14674.7841605446;343.009952082615;151.341155926111;4.91;1.61;-0.297006000364725;-1.15601075268818;478318;35.5;43.3;100.661334259603;0;0;0;0;0;0;0;0;0;0;0;1;32;0;33;0;0;0;0;0
1998Q3;0;0.196542964110209;14752.8550234436;352.871364941365;151.92732685971;4.69;1.39;2.39998215960786;-0.940639336917563;515554;35.7;43.6;100.255976285263;0;0;0;0;0;0;0;0;0;0;0;1;32;0;34;0;0;0;0;0
